0.0,1720173596675,17.129634857177734
1.0,1720173596685,27.323766708374023
2.0,1720173596692,28.681629180908203
3.0,1720173596701,30.8278751373291
4.0,1720173596708,33.684234619140625
5.0,1720173596716,37.15422439575195
6.0,1720173596723,41.109100341796875
7.0,1720173596731,45.386898040771484
8.0,1720173596738,49.80036926269531
9.0,1720173596746,54.148895263671875
10.0,1720173596753,58.22480010986328
11.0,1720173596761,61.792789459228516
12.0,1720173596771,64.46002960205078
13.0,1720173596785,65.29955291748047
14.0,1720173596799,64.99507141113281
15.0,1720173596809,64.97537231445312
16.0,1720173596817,65.22673034667969
17.0,1720173596825,65.6661148071289
18.0,1720173596833,66.24337768554688
19.0,1720173596841,66.91577911376953
20.0,1720173596850,67.64759063720703
21.0,1720173596865,67.64759063720703
22.0,1720173596874,68.40856170654297
23.0,1720173596882,69.17267608642578
24.0,1720173596890,69.91809844970703
25.0,1720173596901,70.6285400390625
26.0,1720173596916,71.2956771850586
27.0,1720173596924,71.91915893554688
28.0,1720173596933,72.50308227539062
29.0,1720173596941,73.0528335571289
30.0,1720173596954,73.57390594482422
31.0,1720173596967,74.07160949707031
32.0,1720173596976,74.5508804321289
33.0,1720173596986,75.01660919189453
34.0,1720173596996,75.473388671875
35.0,1720173597006,75.92573547363281
36.0,1720173597015,76.37796783447266
37.0,1720173597025,76.83448791503906
38.0,1720173597033,77.29946899414062
39.0,1720173597042,77.77717590332031
40.0,1720173597051,78.27167510986328
41.0,1720173597068,78.78715515136719
42.0,1720173597081,79.3277587890625
43.0,1720173597093,79.89788055419922
44.0,1720173597111,80.50198364257812
45.0,1720173597121,81.1451187133789
46.0,1720173597130,81.83354949951172
47.0,1720173597139,82.57518768310547
48.0,1720173597148,83.38099670410156
49.0,1720173597157,84.26701354980469
50.0,1720173597168,85.25862121582031
51.0,1720173597178,86.39764404296875
52.0,1720173597187,87.75977325439453
53.0,1720173597197,89.50160217285156
54.0,1720173597206,92.03941345214844
55.0,1720173597216,97.36223602294922
56.0,1720173597226,99.6257095336914
57.0,1720173597236,96.1021957397461
58.0,1720173597246,85.4912109375
59.0,1720173597257,84.5399398803711
60.0,1720173597267,84.78832244873047
61.0,1720173597279,85.43583679199219
62.0,1720173597293,85.43583679199219
63.0,1720173597306,86.45020294189453
64.0,1720173597316,87.6787109375
65.0,1720173597326,89.10443115234375
66.0,1720173597341,90.72488403320312
67.0,1720173597357,92.55169677734375
68.0,1720173597367,94.60563659667969
69.0,1720173597379,96.9200210571289
70.0,1720173597389,99.54032135009766
71.0,1720173597399,102.52920532226562
72.0,1720173597410,105.97188568115234
73.0,1720173597421,109.98706817626953
74.0,1720173597431,114.74549102783203
75.0,1720173597441,120.50202941894531
76.0,1720173597454,127.65279388427734
77.0,1720173597464,136.83885192871094
78.0,1720173597474,149.05429077148438
79.0,1720173597485,165.39662170410156
80.0,1720173597496,184.49496459960938
81.0,1720173597507,199.90769958496094
82.0,1720173597521,209.85116577148438
83.0,1720173597532,217.5298309326172
84.0,1720173597576,223.05111694335938
85.0,1720173597588,230.11643981933594
86.0,1720173597600,230.064453125
87.0,1720173597611,227.4700164794922
88.0,1720173597623,218.46035766601562
89.0,1720173597634,205.81564331054688
90.0,1720173597645,191.95947265625
91.0,1720173597657,175.37449645996094
92.0,1720173597669,157.07647705078125
93.0,1720173597680,140.25010681152344
94.0,1720173597692,126.70364379882812
95.0,1720173597704,115.94712829589844
96.0,1720173597715,107.46101379394531
97.0,1720173597727,99.10279083251953
98.0,1720173597742,93.77546691894531
99.0,1720173597753,90.72261047363281
100.0,1720173597765,88.75634002685547
101.0,1720173597776,88.2841796875
102.0,1720173597802,89.93440246582031
103.0,1720173597824,89.93440246582031
104.0,1720173597842,94.57593536376953
105.0,1720173597854,105.03854370117188
106.0,1720173597865,118.0815200805664
107.0,1720173597876,127.66175842285156
108.0,1720173597887,134.77906799316406
109.0,1720173597899,144.04312133789062
110.0,1720173597910,155.1170654296875
111.0,1720173597922,166.44007873535156
112.0,1720173597934,180.67788696289062
113.0,1720173597945,191.66380310058594
114.0,1720173597957,203.69158935546875
115.0,1720173597977,215.28897094726562
116.0,1720173597988,228.09620666503906
117.0,1720173598007,239.9312286376953
118.0,1720173598021,251.7543182373047
119.0,1720173598036,261.0055847167969
120.0,1720173598051,269.1573486328125
121.0,1720173598068,274.6800842285156
122.0,1720173598082,279.0688781738281
123.0,1720173598101,282.19488525390625
124.0,1720173598114,284.5616149902344
125.0,1720173598128,286.04278564453125
126.0,1720173598151,287.0416259765625
127.0,1720173598163,287.07147216796875
128.0,1720173598176,286.6826477050781
129.0,1720173598188,285.3509826660156
130.0,1720173598200,283.5814208984375
131.0,1720173598212,280.9281311035156
132.0,1720173598225,277.940673828125
133.0,1720173598237,274.0240173339844
134.0,1720173598251,269.9283447265625
135.0,1720173598263,264.8735046386719
136.0,1720173598279,259.7854309082031
137.0,1720173598291,253.8114471435547
138.0,1720173598304,247.92660522460938
139.0,1720173598327,241.30426025390625
140.0,1720173598340,235.02195739746094
141.0,1720173598352,228.07086181640625
142.0,1720173598364,221.93577575683594
143.0,1720173598376,215.51707458496094
144.0,1720173598394,215.51707458496094
145.0,1720173598412,208.74176025390625
146.0,1720173598429,202.2290802001953
147.0,1720173598441,196.80027770996094
148.0,1720173598455,191.3123016357422
149.0,1720173598467,187.1908721923828
150.0,1720173598487,183.16903686523438
151.0,1720173598498,180.73338317871094
152.0,1720173598510,178.1315460205078
